symbol,market,timeframe,action,strength,confidence,entryTime,exitTime,holdBars,entry,exit,stopLoss,takeProfit,exitReason,rrPlanned,stopDistPct,plannedRisk,realizedRisk,riskKeepRatio,rGrossPlanned,rGrossRealized,rGross,costR,costRBase,rNet,tradeable
DIS,US_STOCK,1D,BUY,moderate,64,1970-10-13T13:30:00.000Z,1970-10-13T13:30:00.000Z,0,0.5921570062637329,0.586652,0.586652,0.646657,stop_loss,9.900090826521176,0.009296520925648382,0.005505000000000093,0.005505006263732959,1.0000011378261335,-1.0000011378261335,-1,-1.0000011378261335,0.05378356096854886,0.05378356096854886,-1.0537846987946824,1
XOM,US_STOCK,1D,SELL,moderate,64,1970-10-14T13:30:00.000Z,1970-10-14T13:30:00.000Z,0,2.082031011581421,2.1121,2.1121,1.9824,stop_loss,3.3089700996677696,0.014457037302790871,0.030100000000000016,0.030068988418578968,0.9989697149029553,-0.9989697149029553,-1,-0.9989697149029553,0.03458523275052192,0.03458523275052192,-1.033554947653477,1
XOM,US_STOCK,1D,BUY,strong,70,1970-10-19T13:30:00.000Z,1970-10-20T13:30:00.000Z,1,2.183593988418579,2.1279,2.1279,2.1882,stop_loss,0.08258527827647957,0.025508405086029674,0.055700000000000305,0.0556939884185792,0.9998920721468383,-0.9998920721468383,-1,-0.9998920721468383,0.01960138230178247,0.01960138230178247,-1.0194934544486207,1
DIS,US_STOCK,1D,BUY,moderate,64,1970-10-14T13:30:00.000Z,1970-10-21T13:30:00.000Z,5,0.5934410095214844,0.5934410095214844,0.586652,0.644362,time_exit,7.500515539843814,0.01144005872710801,0.006789000000000045,0.006789009521484424,1.00000140248702,0,0,0,0.043706069341691,0.043706069341691,-0.043706069341691,1
KO,US_STOCK,1D,SELL,moderate,58,1970-10-16T13:30:00.000Z,1970-10-23T13:30:00.000Z,5,0.8085939884185791,0.829985,0.829985,0.757999,stop_loss,2.000041675349032,0.02967496709557364,0.02399499999999999,0.02139101158142087,0.8914778737829082,-0.8914778737829082,-1,-0.8914778737829082,0.016849218345875796,0.016849218345875796,-0.908327092128784,1
BA,US_STOCK,1D,SELL,moderate,58,1970-10-28T14:30:00.000Z,1970-11-04T14:30:00.000Z,5,0.4938269853591919,0.48559701442718506,0.521605,0.438271,time_exit,2.0000000000000018,0.05625046994909615,0.02777799999999997,0.02777801464080809,1.0000005270648757,0.2962765833395797,0.2962764271826814,0.2962765833395797,0.008888814625948456,0.008888814625948456,0.2873877687136312,1
DIS,US_STOCK,1D,BUY,moderate,58,1970-11-02T14:30:00.000Z,1970-11-04T14:30:00.000Z,2,0.6191319823265076,0.652024,0.602686,0.652024,take_profit,2.0000000000000067,0.026562995402371156,0.01644599999999996,0.016445982326507513,0.9999989253622493,2.0000010746377574,2.0000032239167234,2.0000010746377574,0.01882317835116469,0.01882317835116469,1.9811778962865927,1
XOM,US_STOCK,1D,BUY,moderate,64,1970-11-05T14:30:00.000Z,1970-11-06T14:30:00.000Z,1,2.195312976837158,2.1568,2.1568,2.2723,stop_loss,2,0.017537362738805417,0.03849999999999998,0.03851297683715815,1.0003370607054072,-1.0003370607054072,-1,-1.0003370607054072,0.02851055814074233,0.02851055814074233,-1.0288476188461495,1
BA,US_STOCK,1D,SELL,moderate,64,1970-11-10T14:30:00.000Z,1970-11-17T14:30:00.000Z,5,0.46913599967956543,0.4526750147342682,0.497355,0.412698,time_exit,2,0.06015100103013722,0.028218999999999994,0.028219000320434562,1.0000000113552772,0.5833298467450032,0.5833298401211311,0.5833298467450032,0.008312413616350075,0.008312413616350075,0.5750174331286532,1
DIS,US_STOCK,1D,SELL,moderate,64,1970-11-12T14:30:00.000Z,1970-11-19T14:30:00.000Z,5,0.6884949803352356,0.680787980556488,0.712442,0.640601,time_exit,1.9999999999999953,0.03478166244340663,0.02394700000000005,0.023947019664764424,1.0000008211786182,0.32183571131029115,0.32183544702590344,0.32183571131029115,0.01437539107895006,0.01437539107895006,0.30746032023134107,1
XOM,US_STOCK,1D,BUY,strong,70,1970-11-25T14:30:00.000Z,1970-12-03T14:30:00.000Z,5,2.222656011581421,2.25,2.1719,2.3125,time_exit,1.997867803837958,0.02110088099805897,0.04689999999999994,0.05075601158142096,1.0822177309471432,0.5830274716114954,0.5387339857213734,0.5830274716114954,0.023695693087222004,0.023695693087222004,0.5593317785242734,1
KO,US_STOCK,1D,BUY,moderate,58,1970-11-30T14:30:00.000Z,1970-12-07T14:30:00.000Z,5,0.8710939884185791,0.9010419845581055,0.85226,0.908762,time_exit,1.999999999999994,0.0216210882527063,0.018834000000000017,0.018833988418579084,0.9999993850790627,1.590102800229709,1.5901037780178147,1.590102800229709,0.02312557046879522,0.02312557046879522,1.566977229760914,1
